fecha;nombre;area;circuito;estructura;lat;long;observaciones;apoyoTipo;apoyoCantidad;configuracion;disposicion;altura;característicasPlaca;avifauna;avifaunaEquipos;crucetaSup;crucetaInf;bayonetaTipo;bayonetaObservaciones;templeteCant;templeteAvifauna;aisladorTipo;aisladorA;aisladorB;aisladorC;dpsA;dpsB;dpsC;seccionador;equiposAdicionales;sptBajante;sptConexion;sptCantidad;sptEstado;fotoPath,,,,,,
2025-06-03 14:07:49;;;;;;;;P;;Retención;Canadiense;;;No;;;;Sencilla;;;;Aislador;;;;;;;No;;;;;;,,,,,,
2025-05-30 11:54:17;;Jacana Sur;Jacana-Cabrestero ;P-40J;;;;P;1;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;1;1;1;1;1;1;No;Dps;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_115423_4358307262369930293.jpg,,,,,,
2025-05-30 11:47:59;;Jacana ;Jacana-Cabrestero ;P-41J;;;;P;1;Pullover;Canadiense;14;;Sí;grapas ;;;Doble;;3;;Aislador;2;2;2;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_115354_6768894522785762928.jpg,,,,,,
2025-05-30 11:44:41;;Jacana Sur ;Jacana-Cabrestero ;P-42J;;;;P;;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_114746_5397720418114933307.jpg,,,,,,
2025-05-30 11:43:18;;Jacana Sur ;Jacana-Cabrestero ;P-43J;;;;P;1;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_114426_1511436755114077724.jpg,,,,,,
2025-05-30 11:37:52;;Jacana Sur;Jacana-Cabrestero ;P-44J;;;;P;1;Pullover;Canadiense;14;;Sí;Grapas y puentes ;;;Doble;;5;5;Aislador;2;2;2;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_114259_5408699572861250376.jpg,,,,,,
2025-05-30 11:28:51;;Jacana ;Jacana-Cabrestero ;P-45J;;;;P;1;Pullover;Canadiense;14;;Sí;Grapas y Puentes ;;;Doble;;3;3;Aislador;2;2;2;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_113731_7709759810339159127.jpg,,,,,,
2025-05-30 11:24:22;;Jacana;Jacana-Cabrestero ;P-46J;;;;P;1;Pullover;Canadiense;14;;Sí;Grapas y puentes ;;;Doble;;3;3;Aislador;2;2;2;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_112831_3438441797989070321.jpg,,,,,,
2025-05-30 11:20:14;;Jacana ;Jacana-Cabrestero ;P-47J;4.3831619;-72.7334604;;P;1;Pullover;Canadiense;14;;Sí;Grapas y puentes ;;;Doble;;3;3;Aislador;2;2;2;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_112359_6341922374519582543.jpg,,,,,,
2025-05-30 11:17:06;;Jacana ;Jacana-Cabrestero ;P-48J;4.3831619;-72.7334604;;P;1;Pullover;Canadiense;14;;Sí;Grapas y puentes ;;;Doble;;2;;Aislador;2;2;2;;;;No;Linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_111955_4235251424516012263.jpg,,,,,,
2025-05-30 11:13:47;;Jacana ;Jacana-Cabrestero ;P-49J;;;;P;1;Suspensión;Canadiense;14;;Sí;Dps;1;1;Sencilla;;;;Aislador;1;1;1;1;1;1;No;Dps;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_111652_1987820120212464150.jpg,,,,,,
2025-05-30 11:09:58;;Jacana ;Jacana-Cabrestero ;P-50J;;;;P;1;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_111303_4881503745135360132.jpg,,,,,,
2025-05-30 11:07:00;;Jacana ;Jacana-Cabrestero ;P-51J;4.3831619;-72.7334604;;P;1;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_110939_402546036774440462.jpg,,,,,,
2025-05-30 11:01:49;;Jacana ;Jacana-Cabrestero ;P-53J;;;;P;1;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_110632_7449305831462535139.jpg,,,,,,
2025-05-30 10:58:17;;Jacana ;Jacana -Cabrestero ;P-53J;;;;P;1;Retención;Canadiense;14;;Sí;Grapas y dps;1;1;Doble;;2;;Aislador;2;2;2;1;1;1;No;Dps;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_110111_2725969319818750768.jpg,,,,,,
2025-05-30 10:53:47;;Jacana ;Jacana - Cabrestero ;P-54J;4.3861946;-72.7257862;;P;1;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_105759_9125191197519681527.jpg,,,,,,
2025-05-30 10:50:29;;Jacana ;Jacana -Cabrestero ;P-55J;;;;P;1;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_105327_6606504296304692754.jpg,,,,,,
2025-05-30 10:47:19;;Jacana ;Jacana -Cabrestero ;P-56J;;;;P;1;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_104955_7870255192736822209.jpg,,,,,,
2025-05-30 10:43:54;;Jacana ;Jacana - Cabrestero ;P-57J;4.3861946;-72.7257862;;P;1;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;1;1;1;1;1;1;No;dps ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_104631_5304236937896407442.jpg,,,,,,
2025-05-30 10:40:33;;Jacana;Jacana - Cabrestero ;P-58J;4.3861946;-72.7257862;;P;1;Retención;Canadiense;14;;Sí;Grapas, puentes y templetes ;1;1;Doble;;3;3;Aislador;2;2;2;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_104329_8694312126480937026.jpg,,,,,
2025-05-30 10:36:25;;Jacana ;Jacana -Cabrestero ;P-59J;;;;P;1;Pullover;Canadiense;14;;Sí;Grapas ;;;Doble;;3;3;Aislador;2;2;2;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_104016_8895206091139650022.jpg,,,,,,
2025-05-30 10:34:33;;Jacana ;Jacana - Cabrestero ;P-60J;;;;P;1;Retención;Canadiense;14;;Sí;Grapas ;1;1;Doble;;3;;Aislador;;;;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_103604_8003268144872505100.jpg,,,,,,
2025-05-30 10:30:40;;Jacana ;Jacana-Cabrestero ;P-61J;;;;P;;Suspensión;Canadiense;14;;No;;;;Sencilla;;;;Aislador;1;1;1;1;1;1;No;dps;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_103357_841539960938071083.jpg,,,,,,
2025-05-30 10:26:38;;Jacana ;Jacana- Cabrestero ;P-62J;;;;P;1;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_103022_4764885359222004127.jpg,,,,,,
2025-05-30 10:22:38;;Jacana ;Jacana - Cabrestero ;P-63;;;;P;1;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_102619_1970959922804728940.jpg,,,,,,
2025-05-30 10:20:47;;Jacana ;Jacana -  Cabrestero ;P-64J;;;;P;1;Pullover;Canadiense;14;;No;Grapas ;;;Sencilla;;2;2;Aislador;2;2;2;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_102227_3465360806550027865.jpg,,,,,,
2025-05-30 10:15:01;;Jacana ;Jacana - Cabrestero ;P-65J;4.3861946;-72.7257862;;P;1;Retención;Canadiense;14;;Sí;Grapas ;1;1;Doble;;2;;Aislador;;;;1;1;1;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_102032_4383192404516443137.jpg,,,,,,
2025-05-30 10:12:57;;Jacana ;Jacana -Cabrestero ;P-66J;;;;P;1;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_101445_796414218128635733.jpg,,,,,,
2025-05-30 10:09:30;;Jacana ;Jacana -Cabrestero ;P-67J;4.3861946;-72.7257862;;P;1;Retención;Canadiense;14;;Sí;Grapas ;1;1;Doble;;2;;Aislador;;;;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_101245_8814726797058069079.jpg,,,,,,
2025-05-30 09:58:58;;Jacana ;Jacana - Cabrestero ;P-68J;;;Estructura terminal horizontal con seccionadores monopolares, premoldeados y dps para red subterránea del cruce de vía y cambio de costado del circuito ;P;1;Otro;Otro;14;;Sí;Grapas, seccionadores monopolares Y dps;1;2;Doble;;1;1;Aislador;1;1;1;1;1;1;No;Seccionadores monopolares, premoldeados y dps ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_100908_5693228828545425170.jpg,,,
2025-05-30 09:51:02;;Jacana ;Jacana - Cabrestero ;P-69J;;;Estructura terminal horizontal con seccionadores monopolares, dps y premoldeados para subterranizar y cruce de vía y cambio de costado del circuito ;P;1;Otro;Otro;14;;Sí;Grapas y dps ;1;2;Doble;;1;1;Aislador;1;1;1;1;1;1;Sí;Seccionadores monopolares, pds y premoldeados ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_095843_4049925259503447523.jpg,,,,
2025-05-30 09:48:48;;Jacana ;Jacana - Cabrestero ;P-70J;;;;P;1;Suspensión;Canadiense;14;;No;;;;Sencilla;;;;Aislador;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_095051_5855229896304801808.jpg,,,,,,
2025-05-30 09:43:13;;Jacana ;Jacana - Cabrestero ;P-71J;4.3861946;-72.7257862;;P;1;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;1;1;1;;;;No;;;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_094833_8351308014772966320.jpg,,,,,,
2025-05-30 09:39:30;;Jacana ;Jacana -Cabrestero;P-72J;4.3861946;-72.7257862;;P;1;Pullover;Canadiense;14;;Sí;Grapas ;;;Doble;;2;;Aislador;;;;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_094255_3667893897656487740.jpg,,,,,,
2025-05-30 09:37:11;;Jacana ;Jacana - Cabrestero ;P-73J;4.38834;-72.7247952;;P;1;Pullover;Canadiense;14;1350;Sí;grapas ;;;Doble;;1;;Aislador;;;;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_093903_8636109426622706188.jpg,,,,,,
2025-05-30 09:33:12;;Jacana ;Jacana - Cabrestero ;P-74J;4.38834;-72.7247952;;P;1;Pullover;Canadiense;14;1350;Sí;Grapas ;;;Doble;;1;;Aislador;;;;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_093632_1747765125046565549.jpg,,,,,,
2025-05-30 09:28:44;;Jacana ;Jacana - Cabrestero ;P-75J;4.38834;-72.7247952;;P;1;Pullover;Canadiense;14;;Sí;Grapas ;;;Doble;;2;2;Aislador;;;;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_093252_861121110609543291.jpg,,,,,,
2025-05-30 09:21:10;;Jacana ;jacana - Cabrestero ;P-76J;4.38834;-72.7247952;;P;1;Suspensión;Canadiense;14;;No;;1;1;Sencilla;;;;Aislador;;;;1;1;1;No;dps;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_092823_6161720912084311606.jpg,,,,,,
2025-05-30 09:11:21;;Jacana ;Jacana - Cabrestero;P-77J;;;;P;1;Pullover;Canadiense;14;;Sí;Grapas ;;;Doble;;3;3;Aislador;;;;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_092050_5236020208784346217.jpg,,,,,,
2025-05-30 09:07:44;;Jacana ;Jacana - Cabrestero ;P-78J;4.387994;-72.7238966;Retención canadiense ;P;1;Retención;Canadiense;14;;No;;1;1;Doble;;2;2;Aislador;;;;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_091106_1058209569030770063.jpg,,,,,,
2025-05-30 09:02:00;;Jacana ;Jacana - Cabrestero ;P-79J;4.387994;-72.7238966;;P;1;Pullover;Canadiense;14;1050;Sí;Grapas ;;;Doble;;2;;Aislador;;;;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_090715_3472237269360114154.jpg,,,,,,
2025-05-30 08:53:55;;Jacana ;Jacana - Cabrestero ;P-80J;4.3882569;-72.7237225;;P;1;Pullover;Canadiense;14;1050;Sí;Grapas;;;Doble;;1;;Aislador;;;;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_090134_239045538564425755.jpg,,,,,,
2025-05-30 08:49:06;;Jacana;Jacana - Cabrestero;P-81J;4.3882569;-72.7237225;Estructura pullover para conexión con pórtico Jacana 2;P;1;Pullover;Canadiense;14;1050;Sí;Grapas ;;;Doble;;2;2;Aislador;;;;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_085332_7038109092262993531.jpg,,,,,,
2025-05-29 16:41:36;;;;;;;;P;;Retención;Canadiense;;;No;;;;Sencilla;;;;Aislador;;;;;;;No;;;;;;,,,,,,
2025-05-29 16:37:46;;R4;Bacano -R4 ;P-014;4.3476984;-72.7335938;Estructura en retención sobre una cruceta ;P;1;Retención;Otro;14;;Sí;Grapas ;1;;Doble;;2;2;Cadenas de aisladores;;;;;;;No;linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_164010_5887150716265386482.jpg,,,,,,
2025-05-29 16:36:16;;R4;Bacano -R4 ;P-015;;;Estructura en retención sobre una ;P;1;Retención;Otro;14;;Sí;Grapas ;1;;Doble;;1;;Cadenas de aisladores;;;;;;;No;Linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_163727_1619505458405183477.jpg,,,,,,
2025-05-29 16:28:56;;R4;Bacano -R4 ;P-016;;;Estructura en retención en una cruceta con 1 dps en la fase de la mitad ;P;1;Retención;Otro;14;;Sí;Grapas y dps ;1;;Doble;;1;1;Cadenas de aisladores;;;;0;1;0;No;linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_163558_2049692588326045388.jpg,,,,,,
2025-05-29 16:25:31;;R4;Bacano -R4 ;P-017;;;Estructura en retención sobre una cruceta con 2 dps;P;1;Retención;Otro;14;1050;Sí;dps;1;;Doble;;1;1;Cadenas de aisladores;;;;1;0;1;No;linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_162833_4227343777529179202.jpg,,,,,,
2025-05-29 16:22:58;;R4;Bacano -R4 ;P-018;;;Estructura en retención sobre una cruceta, Linepost en la parte superior del poste sin uso evidente ;P;1;Retención;Otro;;;Sí;Grapas y linepost ;1;;Doble;;;;Cadenas de aisladores;;;;;;;No;linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_162512_8275982570962387837.jpg,,,,,
2025-05-29 16:17:31;;R4;Bacano -R4 ;P-019;;;Estructura en retención sobre una cruceta ;P;1;Retención;Otro;;;Sí;Grapas ;1;;Doble;;2;2;Cadenas de aisladores;;;;;;;No;Linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_162236_4550041045624163794.jpg,,,,,,
2025-05-29 16:07:40;;R4;Bacano -R4 ;P-020;4.3476984;-72.7335938;Estructura en retención con doble configuración, por un costado (bacano) es triangular y por el otro costado (R4) es horizontal sobre una cruceta, se encuentran dos templetes rotos;P;1;Retención;Otro;14;;No;Grapas y puentes ;1;1;Doble;;1;1;Cadenas de aisladores;;;;;;;No;linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_161711_4558120299050103127.jpg,,,,
2025-05-29 16:02:58;;Ponyo ;Ponyo-R4 ;P-022;4.3476984;-72.7335938;;P;1;Retención;Triangular;;1050;Sí;Grapas y linepost ;1;;Doble;;3;;Cadenas de aisladores;;;;;;;No;Linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_160534_1102352782827823308.jpg,,,,,,
2025-05-29 16:00:01;;Ponyo ;Ponyo-R4 ;P-023;4.3476984;-72.7335938;;P;1;Suspensión;Triangular;;;No;;1;1;Sencilla;;;;Cadenas de aisladores;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_160247_5688822466290044155.jpg,,,,,,
2025-05-29 15:54:27;;Ponyo ;Ponyo-R4 ;P-024;4.3476984;-72.7335938;;P;1;Retención;Triangular;;;Sí;grapas y linepost ;1;;Doble;;;;Cadenas de aisladores;;;;;;;No;linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_155945_5750798126436414204.jpg,,,,,,
2025-05-29 15:51:23;;Ponyo ;Ponyo-R4 ;P-025;4.3476984;-72.7335938;;P;1;Retención;Triangular;;;Sí;grapas y linepost ;1;;Doble;;2;2;Aislador;;;;;;;No;linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_155401_6171628270837626978.jpg,,,,,,
2025-05-29 15:48:36;;Ponyo ;Ponyo-R4 ;P-026;4.3476984;-72.7335938;;P;1;Retención;Triangular;;;Sí;grapas y linepost ;1;;Doble;;2;2;Cadenas de aisladores;;;;;;;No;linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_155112_4668518951599019856.jpg,,,,,,
2025-05-29 15:42:11;;Ponyo ;Ponyo-R4 ;P-027;;;;P;1;Retención;Triangular;;;Sí;grapas, linepost y dps ;1;;Doble;;3;3;Cadenas de aisladores;;;;1;1;1;No;linepost y dps ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_154511_1319810840231117559.jpg,,,,,
2025-05-29 15:38:41;;Ponyo ;Ponyo-R4 ;P-028;;;;P;1;Retención;Triangular;;;Sí;linepost ;1;;Sencilla;;1;1;Cadenas de aisladores;;;;;;;No;linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_154150_3324731206207674406.jpg,,,,,,
2025-05-29 15:32:47;;Ponyo ;Ponyo-R4 ;P-029;;;Retención ;P;1;Retención;Triangular;;;Sí;Grapas y linepost ;1;;Doble;;3;3;Cadenas de aisladores;;;;;;;No;linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_153801_92186076063431248.jpg,,,,,,
2025-05-29 15:26:40;;Ponyo ;Ponyo-R4 ;P-030;4.3476984;-72.7335938;Estructura en retención con derivación para cambio de ángulo, cadenas de aisladores externas de 6 discos ;P;1;Retención;Otro;16;1350;Sí;Grapas ;;1;Doble;;2;2;Cadenas de aisladores;;;;;;;No;linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_153231_3145544223420824724.jpg,,,,,
2025-05-29 15:22:04;;Ponyo;Ponyo-R4 ;P-031;4.3476984;-72.7335938;Estructura en retención con cadena de aisladores de 8 discos en fase de la mitad ;P;1;Retención;Otro;14;;No;grapas ;1;;Doble;;2;2;Cadenas de aisladores;;;;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_152622_2367665984100954164.jpg,,,,,,
2025-05-29 15:19:11;;Ponyo ;Ponyo-R4 ;P-032;4.3476984;-72.7335938;;P;1;Suspensión;Triangular;14;;No;;1;1;Sencilla;;;;Cadenas de aisladores;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_152125_6225871199875326994.jpg,,,,,,
2025-05-29 15:14:15;;Ponyo ;Ponyo-R4 ;P-033;4.3476984;-72.7335938;Estructura en retención con cadena de aisladores de 8 discos en la fase de la mitad ;P;1;Retención;Triangular;14;;Sí;Grapas y dps ;1;;Doble;;2;2;Cadenas de aisladores;;;;1;1;1;No;3 dps;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_151852_8322066987814955636.jpg,,,,,,
2025-05-29 15:10:33;;Ponyo ;Ponyo-R4 ;P-034;4.3476984;-72.7335938;;P;1;Suspensión;Triangular;14;1050;No;;1;1;Sencilla;;;;Cadenas de aisladores;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_151313_555379555086885976.jpg,,,,,,
2025-05-29 15:07:11;;Ponyo ;Ponyo-R4 ;P-035;4.3476984;-72.7335938;;P;1;Suspensión;Triangular;14;1050;No;;1;1;Sencilla;;;;Aislador;1;1;1;;;;No;;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_150958_4995483252540070945.jpg,,,,,,
2025-05-29 15:01:57;;R4;Ponyo-R4 ;P-036;4.3476984;-72.7335938;Estructura en retención con cadena de aisladores de 8 discos en la fase de la mitad ;P;1;Retención;Otro;14;1050;Sí;Grapas ;1;;Doble;;2;2;Cadenas de aisladores;;;;;;;No;linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_150700_4753569827215432871.jpg,,,,,,
2025-05-29 14:55:30;;Ponyo ;Ponyo-R4 ;P-037;4.3476984;-72.7335938;Estructura en retención con derivación para cambio de ángulo, 1 dps de la mitad  ;P;1;Retención;Otro;16;1350;Sí;grapas y templetes ;1;1;Doble;;3;3;Cadenas de aisladores;;;;0;1;0;No;linepost y 1 dps ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_150143_7445427825552574936.jpg,,,,,
2025-05-29 14:50:53;;Ponyo ;Ponyo-R4 ;P-038;4.3476984;-72.7335938;Estructura en retención con cadena de aisladores de 8 discos en fase de la mitad y 2 dps en fases externas ;P;1;Retención;Otro;16;1050;Sí;Grapas y dps;1;;Doble;;2;2;Cadenas de aisladores;;;;1;0;1;No;linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_145433_5558482283258642060.jpg,,,,,,
2025-05-29 14:47:57;;Ponyo ;Ponyo-R4 ;P-039;4.3476984;-72.7335938;Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ;P;1;Otro;Otro;14;1050;Sí;Aisladores ;1;1;Sencilla;;;;Pin;1;1;1;;;;No;cadena de aisladores en suspensión sin uso evidente ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_145021_6184141875368580535.jpg,,,,,,
2025-05-29 14:43:43;;Ponyo ;Ponyo-R4 ;P-040;4.3476984;-72.7335938;Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ;P;1;Otro;Otro;14;;Sí;Aisladores ;1;1;Sencilla;;;;Pin;1;1;1;;;;No;cadena de aisladores en suspensión sin uso evidente ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_144743_3622816633804010688.jpg,,,,,,
2025-05-29 14:41:26;;Ponyo ;Ponyo-R4 ;P-041;4.3476984;-72.7335938;Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente y 1 dps para la fase de la mitad ;P;1;Otro;Otro;14;1050;Sí;Aisladores y dps ;1;1;Sencilla;;;;Pin;1;1;1;0;1;0;No;cadena de aisladores en suspensión sin uso evidente y 1 dps ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_144331_3450000803746010005.jpg,,,,,,
2025-05-29 14:35:49;;Ponyo ;Ponyo-R4 ;P-042;;;;P;1;Retención;Otro;14;;Sí;Grapas y templetes;1;;Doble;;3;3;Cadenas de aisladores;;;;1;0;1;No;2 dps y linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_144107_7264488766267989405.jpg,,,,,,
2025-05-29 14:31:30;;Ponyo ;Ponyo-R4 ;P-043;4.3476984;-72.7335938;Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ;P;1;Otro;Otro;14;1050;Sí;Aisladores ;1;1;Sencilla;;;;Pin;1;1;1;;;;No;cadena de aisladores en suspensión sin uso evidente ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_143516_1989869781990899385.jpg,,,,,,
2025-05-29 14:27:09;;Ponyo ;Ponyo-R4 ;P-044;4.3476984;-72.7335938;Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente y 1 dps en fase de la mitad ;P;1;Otro;Otro;14;1050;Sí;Aisladores ;1;;Sencilla;;;;Aislador;1;1;1;0;1;0;No;cadena de aisladores en suspensión sin uso evidente ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_143100_2828500916098751842.jpg,,,,,,
2025-05-29 14:22:57;;Ponyo ;Ponyo-R4 ;P-045;4.3476984;-72.7335938;Estructura retención con cadena de aisladores de 8 discos en fase de la mitad y 2 dps en fases externas ;P;1;Retención;Otro;14;;Sí;Grapas ;1;;Doble;;3;3;Cadenas de aisladores;;;;1;0;1;No;2 dps y linepost ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_142640_3569643057688721960.jpg,,,,,,
2025-05-29 14:19:42;;Ponyo ;Ponyo-R4 ;P-046;4.3476984;-72.7335938;Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ;P;1;Otro;Otro;14;1050;Sí;Aisladores ;1;1;Sencilla;;;;Pin;1;1;1;;;;No;Cadena de aisladores en suspensión sin uso evidente ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_142245_3392926549090818085.jpg,,,,,,
2025-05-29 14:14:48;;Ponyo ;Ponyo -R4 ;P-947;4.3476984;-72.7335938;Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ;P;1;Otro;Otro;14;;Sí;Aisladores ;1;1;Sencilla;;;;Pin;1;1;1;;;;Sí;cadena de aisladores en suspensión sin uso evidente ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_141923_2847975976524967997.jpg,,,,,,
2025-05-29 14:09:29;;Ponyo ;Ponyo-R4 ;P-048;4.3476984;-72.7335938;Estructura de paso con cruceta superior con cadena de aisladores sin uso evidente ;P;1;Otro;Otro;14;1050;Sí;Aisladores ;1;1;Sencilla;;;;Pin;1;1;1;;;;No;Cadena de aisladores sin uso evidente ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_141356_7845289115660867384.jpg,,,,,,
2025-05-29 14:06:33;;Ponyo ;Ponyo-R4 ;P-049;4.3476984;-72.7335938;Estructura en retención usada como paso, con 2 dps;P;1;Retención;Otro;14;1050;Sí;Grapas ;1;;Doble;;1;1;Cadenas de aisladores;;;;1;0;1;No;linepost y 2 dps ;2;;;;/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_140847_3376746353878817317.jpg,,,,,
